mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType,Flag_Au_Oro,Status_Au_Oro,Flag_Ag_Plata,Status_Ag_Plata,Flag_Cu_Cobre,Status_Cu_Cobre,Flag_Pb_Plomo,Status_Pb_Plomo,Flag_Hg_Cinabrio,Status_Hg_Cinabrio,Flag_Sn_Estano,Status_Sn_Estano,Flag_Fe_Hierro,Status_Fe_Hierro,Tech_Ruina_Montium,Tech_Subterranea,Tech_Cielo_Abierto,Tech_Lavado_Placer,Certainty_Spatial,Certainty_Archaeological,Certainty_Metallogenic,Certainty_Score,Certainty_Grade,Real_Elevation_MDT_m,Real_IGME_Lithology_General,Real_IGME_Lithology_Detailed,Real_IGME_Era,Real_IGME_Sistema,Real_IGME_Dominio,Coord_X,Coord_Y,Real_IGME_Dist_Fault_m,Real_IGME_Dist_Contact_m,Real_IGME_Fault_Density_5km,Is_Presence,Spatial_Fold
1252,Rosalía,,Hispania Baetica,Spain,Córdoba,Azuaga-Fuenteovejuna,,,CO 53,879.0,454.5,407.8,38.25469231,-5.35151691,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Conglomerados; areniscas; arcillas; calizas y evaporitas; Vulcanitas basicas,"Calcarenitas, arenas y limos amarillos",CENOZOICO,NEOGENO, ,294245.5651790387,4236689.346689632,3799.0,2744.7,13,1,2
1253,Rubieros,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-05,,,,,43.233056,-6.518363,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 13, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 197",1.0,0.0,True,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),,Conglomerados; areniscas; arcillas; calizas y evaporitas; Vulcanitas basicas,"Calizas arrecifales, calcarenitas y conglomerados. Arcillas con olistolitos",CENOZOICO,NEOGENO, ,214298.96626067572,4792708.269824069,2666.4,219.6,13,1,1
1254,Salas de Galiarda,,Hispania Baetica,Spain,Jaén,Montoro Andújar,,,J 10,883.0,584.8,399.8,38.194676,-3.86157025,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 47,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,,,0,No,0,No,1,Confirmado,0,No,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,Pizarras y grauwacas; conglomerados y calizas,PALEOZOICO,DEVONICO-CARBONIFERO, ,424556.16238048737,4227765.840631288,2842.8,537.7,4,1,3
1255,Salientes I,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Sil,,AS-01,,,,,42.864137,-6.323479,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 189",,,,,,,,,,,,Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, grauwacas o arcosas, conglomerados y calizas",PROTEROZOICO-PALEOZOICO,VENDIENSE-CAMBRICO, ,228501.05722511467,4751087.304266033,6754.4,10531.0,0,1,1
1257,Salto del Burro,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 14,878.0,430.3,402.9,38.20611661,-5.62690863,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Gneises; esquistos; marmoles y vulcanitas,"Cuarcitas, gneises, esquistos, pizarras y grauwacas",PROTEROZOICO-PALEOZOICO,RIFEENSE-VENDIENSE-CAMBRICO, ,269992.34398878104,4231946.911726677,5654.8,7911.3,0,1,2
1258,Sampayo,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Sil,,MS-028,,,,,42.379346,-7.089137,1000.0,Guessed from IGN map,Assuming Sampayo = San Paio,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,163339.7399930429,4700000.775069969,29182.3,29698.4,0,1,1
1259,San Antolín de Ibias II,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-19,,,,,43.037832,-6.867154,1000.0,"Google Earth and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",,,,,,,,,,,,Secondary - Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Pizarras y areniscas,PALEOZOICO,ORDOVICICO, ,184971.4351850155,4772277.429995037,732.3,2219.4,32,1,1
1260,San Antolín de Ibias I,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-26,,,,,43.043902,-6.8751,500.0,"Google Earth, IGN map, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Pizarras y areniscas,PALEOZOICO,ORDOVICICO, ,184355.2334043802,4772981.501339844,789.1,1671.1,32,1,1
1261,San Clodio,,Hispania Tarraconensis,Spain,Lugo,Cuenca media del Sil,,MS-043,,,,,42.462386,-7.287404,500.0,"Estimated from Google Earth, IGN map, and Sanchez-Palencia and Orejas 1994, fig. 16",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,147480.0307635147,4710029.486296849,19336.5,19336.5,0,1,1
1262,San Eduardo,,Hispania Baetica,Spain,Huelva,Huelva,,,H 14,938.0,338.7,356.1,37.76166281,-6.65508336,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,,,False,False,False,0.0,0.0,0.0,,,Pyrite,Primary,,0,No,0,No,1,Confirmado,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,Vulcanitas y rocas vulcanoclásticas,PALEOZOICO,CARBONIFERO, ,178002.58062608488,4185665.9023999264,3612.7,3612.7,7,1,2
1264,San Félix de las Montañas I,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-17,O 11,75.0,357.0,954.3,43.160535,-6.673844,1000.0,Guessed from Sanchez-Palencia and Orejas 1994 fig. 13 and Google Earth,"Unclear which of the two sites,  San Félix de las Montañas I and II, is the one referred to by Domergue.",,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 42; Sanchez-Palencia and Orejas 1994, 197",,1.0,,,,,,,,,Hard rock,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,0.7,1.0,1.0,0.8799999999999999,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,201318.39667344547,4785197.15063153,3259.2,6038.4,5,1,1
1265,San Félix de las Montañas II,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-16,O 11,75.0,357.0,954.3,43.15551657,-6.674982843,100.0,"Converted in QGIS from Lambert coords, Madrid 1870","NB coordinates from Domergue's ""San Félix de las Montañas"""" - same as San Félix de las Montañas I""",,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 42; Sanchez-Palencia and Orejas 1994, 197",,1.0,,,,,,,,,Hard rock,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,201201.3134750312,4784643.839970348,3282.1,6492.0,5,1,1
1266,San Gabriel,,Hispania Tarraconensis,Spain,Jaén,Linares - La Carolina,,,J 30,884.0,611.5,413.4,38.31734513,-3.55634363,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 45,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Granitoides de emplazamiento epi-mesozonal,Granitoides biotíticos,PALEOZOICO,DEVONICO-CARBONIFERO-PERMICO,ROCAS PLUTONICAS HERCINICAS,451365.5771190424,4241172.476243873,9221.2,907.7,0,1,3
1267,San Juan Bautista,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 15,835.0,532.0,446.0,38.60866219,-4.46931815,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,,,False,False,False,0.0,0.0,0.0,,,,,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Gneises; esquistos; marmoles y vulcanitas,"Pizarras, grauwacas, conglomerados o porfiroides",PROTEROZOICO, , ,372068.1606559167,4274374.577627239,1224.3,1224.3,23,1,3
1268,San Marcos,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 17,835.0,530.4,448.5,38.63107476,-4.4879604,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,,,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Gneises; esquistos; marmoles y vulcanitas,"Pizarras, grauwacas, conglomerados o porfiroides",PROTEROZOICO, , ,370485.2442109628,4276887.89541998,2271.2,3970.9,4,1,3
1269,San Miguel (Huelva),,Hispania Baetica,Spain,Huelva,Huelva,,,H 4,938.0,330.3,356.3,37.76090411,-6.75047215,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,,,False,False,False,0.0,0.0,0.0,,,Pyrite,Primary,,0,No,0,No,1,Confirmado,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,Vulcanitas y rocas vulcanoclásticas,PALEOZOICO,CARBONIFERO, ,169592.8677426338,4185914.8322777967,3535.1,3498.3,6,1,2
1270,San Miguel (Sevilla),,Hispania Baetica,Spain,Sevilla,Sevilla,,,SE 2,191.0,396.8,368.5,37.88889274,-5.999327232,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,,,False,False,False,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,1,Confirmado,1,Confirmado,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Pizarras y/o esquistos; metavulcanitas,PALEOZOICO,ORDOVICICO, ,236240.40619271505,4197729.509370016,1555.2,110.7,23,1,2
1271,San Pedro de las Montañas I,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-18,,,,,43.1619,-6.658458,1000.0,Guessed from Sanchez-Palencia and Orejas 1994 fig. 13 and Google Earth,need coordinates for II and III,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 197",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,202576.0119225327,4785293.925627205,2026.7,5063.5,7,1,1
1272,San Pedro de las Montañas II,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-15,,,,,43.155428,-6.655847,1000.0,Guessed from Sanchez-Palencia and Orejas 1994 fig. 13 and Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 197",1.0,0.0,True,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, grauwacas o arcosas, conglomerados y calizas",PROTEROZOICO-PALEOZOICO,VENDIENSE-CAMBRICO, ,202756.88292813167,4784565.823888466,1726.0,5519.8,7,1,1
1273,San Pedro de las Montañas III,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-14,,,,,43.150385,-6.660487,1000.0,Guessed from Sanchez-Palencia and Orejas 1994 fig. 13 and Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 197",1.0,0.0,True,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,202355.08086259617,4784022.2166288085,2015.9,6195.7,7,1,1
1274,San Platón,,Hispania Baetica,Spain,Huelva,Huelva,,,H 5,938.0,336.9,356.6,37.7656253,-6.67569792,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,,,False,False,False,0.0,0.0,0.0,,,Pyrite,Primary,,0,No,0,No,1,Confirmado,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,Vulcanitas y rocas vulcanoclásticas,PALEOZOICO,CARBONIFERO, ,176203.20446317823,4186177.026876912,2971.4,2971.4,8,1,2
1275,San Quintín,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 43,809.0,547.8,468.7,38.81444168,-4.28952914,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,,,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Conglomerados, areniscas, cuarcitas y pizarras",PALEOZOICO,ORDOVICICO, ,388044.2955176495,4296975.064521509,297.1,297.1,3,1,3
1276,San Rafael,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 22,878.0,433.0,405.5,38.23007674,-5.59670435,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Gneises; esquistos; marmoles y vulcanitas,Gneises y anfibolitas,PROTEROZOICO, , ,272712.02084553475,4234531.456753245,1911.7,4430.7,8,1,2
1277,San Roque,,Hispania Tarraconensis,Spain,Jaén,Linares - La Carolina,,,J 21,905.0,602.95,393.8,38.14071256,-3.65426655,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 45,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Conglomerados; areniscas; calizas; yesos y arcillas versicolores,"Conglomerados, areniscas, arcillas, dolomías, calizas y margas",MESOZOICO,TRIASICO, ,442666.7796714954,4221629.730935953,1870.3,30.0,3,1,3
1278,San Salvador de Padreiro,,Hispania Tarraconensis,Spain,La Coruña,Galicia,,,C 7,69.0,182.7,954.1,43.08236207,-8.81366366,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,,,False,False,False,0.0,0.0,0.0,,,Hard rock,,,0,No,0,No,0,No,0,No,0.0,No,1.0,Confirmado,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Areniscas; pizarras y calizas,"Pizarras, esquistos, areniscas, calizas, ampelitas y liditas",PALEOZOICO,SILURICO-DEVONICO, ,26716.606577257044,4786391.358866583,74143.8,69581.5,0,1,1
1279,San Serafín,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 24,860.0,532.0,431.7,38.47973262,-4.4678804,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,,,,0,No,1,Confirmado,1,Confirmado,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Areniscas; pizarras y calizas,"Ampelitas, cuarcitas, liditas y rocas vulcanoclásticas",PALEOZOICO,SILURICO, ,371964.89818491833,4260065.180464549,2462.5,386.6,30,1,3
1280,San Telmo,,Hispania Baetica,Spain,Huelva,Huelva,,,H 26,937.0,311.2,361.0,37.79711712,-6.96913343,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Pyrite,Primary,,0,No,0,No,1,Confirmado,0,No,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,Vulcanitas y rocas vulcanoclásticas,PALEOZOICO,CARBONIFERO, ,150492.70778217644,4190731.213798112,1058.8,1228.4,7,1,2
1281,As Borreas de Caldesiños / San Xé,,Hispania Tarraconensis,Spain,Orense,Cuenca del Bibei,,BI-05,OR 14,266.0,316.7,844.0,42.15007978,-7.117759406,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Large ruina montium workings, with a front of c. 995 m supplied by an aqueduct 18.3 km long and 1.5 m wide, feeding at least 5 reservoirs. Several vertical shafts for ruina montium working have been traced along the summit behind the working face, and remains of a gallery in the opencast face confirm ruina montium technique.","Domergue 1990: 40; Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,True,False,False,1.0,0.0,0.0,0.0,,Tertiary alluvium,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),,Granitoides de emplazamiento meso-catazonal,Granitoides de dos micas,PALEOZOICO,DEVONICO-CARBONIFERO-PERMICO,ROCAS PLUTONICAS HERCINICAS,159749.9851005036,4674652.079975788,54705.6,54867.1,0,1,1
1282,Sanfitorio,,Hispania Tarraconensis,Spain,Orense,Galicia,,,OR 8,189.0,302.3,873.0,42.40592937,-7.306153169,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,0.0,0.0,True,False,False,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Granitoides de emplazamiento meso-catazonal,Granitoides peraluminicos (marco colisional),PROTEROZOICO, ,ROCAS PLUTONICAS PREHERCINICAS,145619.59143569396,4703837.308594808,25496.7,25500.1,0,1,1
1283,Santa Bárbara,,Hispania Baetica,Spain,Córdoba,Azuaga-Fuenteovejuna,,,CO 56,856.0,439.6,420.0,38.36202602,-5.52470447,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Areniscas; pizarras y calizas,"Pizarras, esquistos, areniscas, calizas, ampelitas y liditas",PALEOZOICO,SILURICO-DEVONICO, ,279415.2641764396,4249001.130418668,7183.7,114.4,0,1,2
1284,Santa Eufemia,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 102,833.0,492.5,449.5,38.63618847,-4.92371766,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,332565.2318645693,4278160.662388896,2846.8,139.9,12,1,2
1285,Santa María,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 7,878.0,424.6,408.2,38.25275026,-5.69337669,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,1.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,0.0,1.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Gneises; esquistos; marmoles y vulcanitas,"Cuarcitas, gneises, esquistos, pizarras y grauwacas",PROTEROZOICO-PALEOZOICO,RIFEENSE-VENDIENSE-CAMBRICO, ,264322.1781171642,4237289.834999499,6487.8,8543.4,0,1,2
1286,Santa Quitería: Colón,,Hispania Tarraconensis,Spain,Toledo,,,,TO 1.2,708.0,489.8,541.4,39.46444104,-4.969944988,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 64,,,False,False,False,0.0,0.0,0.0,,,,,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Gneises; esquistos; marmoles y vulcanitas,"Pizarras, grauwacas, conglomerados o porfiroides",PROTEROZOICO, , ,330533.31385166594,4370170.260888852,19249.2,14903.8,0,1,5
