mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType,Flag_Au_Oro,Status_Au_Oro,Flag_Ag_Plata,Status_Ag_Plata,Flag_Cu_Cobre,Status_Cu_Cobre,Flag_Pb_Plomo,Status_Pb_Plomo,Flag_Hg_Cinabrio,Status_Hg_Cinabrio,Flag_Sn_Estano,Status_Sn_Estano,Flag_Fe_Hierro,Status_Fe_Hierro,Tech_Ruina_Montium,Tech_Subterranea,Tech_Cielo_Abierto,Tech_Lavado_Placer,Certainty_Spatial,Certainty_Archaeological,Certainty_Metallogenic,Certainty_Score,Certainty_Grade
872,Las Madroñeras,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-23,,,,,42.227116,-6.253406,100.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17,  Fernández-Lozano et al. 2015, fig. 6, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 193",1.0,0.0,TRUE,FALSE,FALSE,0.0,0.0,0.0,0.0,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
873,Las Mayadicas / Arroyo de las Mayadicas,,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-08,,,,,42.299566,-6.315066,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 202",1.0,0.0,TRUE,TRUE,FALSE,0.0,0.0,0.0,0.0,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
875,Las Médulas,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-085,LE 7,,,,42.45954964,-6.7593122,0.0,Google Earth,,1.0,225.0,50.0,250.0,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 196; Sanchez-Palencia 2000.",1.0,0.0,TRUE,TRUE,FALSE,1.0,0.0,0.0,0.0,,Tertiary alluvium,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
876,Las Médulas de la Omañas (Miédolas),,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-18,LE 15,,,,42.669059,-5.87628,0.0,Google Earth,,1.0,225.0,50.0,250.0,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3 main aqueducts fed this mine; one is 21.5 km long from Murias de Ponjos, and another 17.5 km from Ponjos. http://www.diariodeleon.es/noticias/cultura/identifican-mas-50-kilometros-canalizacion-romana-omana_535566.html","Domergue 1990: 42; Sanchez-Palencia and Orejas 1994, 189",0.0,0.0,TRUE,FALSE,TRUE,0.0,1.0,0.0,0.0,,Alluvium and Quaternary terraces,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
878,Las Miédulas - Las Lagunas,,Hispania Tarraconensis,Spain,León,Cuencas del Turienzo y Jerega,,TJ-11,,,,,42.44679,-6.234369,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17 and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 202",1.0,0.0,TRUE,,,0.0,0.0,0.0,0.0,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
879,Las Minillas,,Hispania Tarraconensis,Spain,Badajoz,Alcudia,,,BA 45,781.0,483.2,475.1,38.86578022,-5.03505856,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,,,,0,No,1,Confirmado,1,Confirmado,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
880,Las Minillas,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 48,878.0,431.6,411.4,38.28298501,-5.61415806,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
881,Las Monjas,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 122,833.0,487.3,450.1,38.64093214,-4.9835869,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
882,Las Moracas,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-04,,,,,42.816687,-6.719624,0.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",Stone dumps visible on Google Earth.,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",1.0,0.0,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
884,Las Morenas,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 20,878.0,434.3,404.7,38.22311594,-5.58165595,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
885,Las Morras,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 110,858.0,486.4,417.4,38.3460133,-4.9884477,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
886,Las Murias - Los Tallares,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-25,LE 9,230.0,391.0,847.0,42.19946187,-6.21983439,0.0,Google Earth,Huge zone 4.6 km x 500 m worked by hydraulic mining to a depth of 10 m,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 193",1.0,0.0,TRUE,FALSE,TRUE,0.0,1.0,0.0,0.0,,Colluvial deposits and river terrace,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
887,Las Musas,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 2,878.0,426.0,407.9,38.25032907,-5.67729857,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
888,Las Pedrizas de San Payo,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-18,,,,,42.709842,-6.715109,1000.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I)
889,Las Pozas,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 36,836.0,565.4,436.7,38.52680156,-4.08505448,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,,,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
890,Las Reguillinas,,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-02,,,,,42.35597,-6.386252,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 201",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
893,Las Tarafinas,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-10,,,,,42.685658,-6.396074,0.0,"From Sanchez-Palencia and Orejas 1994, fig. 14 and Google Earth, refined by site visit 23/09/2021.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",1.0,0.0,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,,Alluvial deposits,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
895,Las Tobosas,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 68,832.0,456.2,441.6,38.55966676,-5.33924282,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
896,Las Torcas,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 104,859.0,518.9,432.5,38.48581222,-4.61821957,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
897,Las Torcas - El Teso de Piqueras,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-24,,,,,42.575444,-6.380819,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
899,Las Traviesas,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-22,,,,,42.659876,-6.017965,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,TRUE,,,,,,,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
900,Las Traviesas I,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-08,,,,,42.724353,-6.465042,200.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",Immediately North of Villar de las Traviesas.,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Extensive hydraulic mining in alluvial deposits. Castro immediately adjacent to mine.,"Alvarez González 1993; Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,TRUE,TRUE,FALSE,0.0,0.0,0.0,0.0,,Alluvial deposits,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
901,Las Traviesas II,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-09,,,,,42.705133,-6.465437,200.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Castro immediately adjacent to mine.,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
902,Las Trelas,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-47,,,,,43.174814,-6.782002,500.0,Google Earth and name on IGN map.,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 200",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
904,Las Valiñas,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-36,,,,,42.642246,-6.878455,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 192",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
905,Las Ventas - Fondelur,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-15,,,,,42.536312,-6.151134,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,TRUE,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
906,Lavadoira,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-30,O 31,50.0,363.2,969.8,43.29674687,-6.605058403,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 42; Sanchez-Palencia and Orejas 1994, 197",1.0,0.0,TRUE,TRUE,FALSE,0.0,0.0,0.0,0.0,,Hard rock,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
908,Leoneza,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Sil,,AS-05,,,,,42.835042,-6.494671,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",Assumed to be destroyed by modern mine.,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 189",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
909,Leras,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-28,,,,,42.792581,-5.725108,300.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, and features on Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 189",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
910,Llano Tabernero,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 92,859.0,504.5,418.4,38.35721971,-4.78139954,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
911,Lomo de Perro,,Hispania Baetica,Spain,Badajoz,La Serena,,,BA 42,806.0,449.0,464.0,38.76036878,-5.42692009,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 45,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,1,Confirmado,1,Confirmado,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
912,Longrey,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Esba o Canero,,ES-08,,,,,43.452082,-6.499408,500.0,Placename on Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 193",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
913,Los Alemanes,,Hispania Tarraconensis,Spain,Jaén,Linares - La Carolina,,,J 23,905.0,604.5,394.7,38.1488196,-3.63656838,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 45,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
914,Los Almadenes,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 65,858.0,476.3,426.8,38.42936535,-5.10576681,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
915,Los Arrayanes,,Hispania Tarraconensis,Spain,Jaén,Linares - La Carolina,,,J 25,905.0,605.6,393.5,38.13799491,-3.62402098,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 45,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,,,0,No,1,Confirmado,1,Confirmado,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
918,Los Barriales - Los Testeros,,Hispania Tarraconensis,Spain,León,Valduerna,,DU-18,,,,,42.326311,-6.173298,0.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17 and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 192",1.0,0.0,TRUE,FALSE,TRUE,0.0,1.0,0.0,0.0,"Extensive area of rake/comb workings on S bank of Rio Duerna, overgrown, visible on Google Earth.",,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
919,Los Barrieros,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-074,,,,,42.415444,-6.690579,500.0,"Guessed from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 16",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 196",1.0,0.0,TRUE,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
920,Los Bueyes,,Hispania Baetica,Spain,Huelva,Huelva,,,H 48,960.0,327.7,342.2,37.63308229,-6.77443064,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Pyrite,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
921,Los Caborcos y Las Pedrizas,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-12,LE 49,,,,42.715937,-6.710058,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,1.0,1.0,0.94,Alta Certeza (Grado I)
922,Los Cabuercos - Las Coronas,,Hispania Tarraconensis,Spain,León,Valduerna,,DU-17,,,,,42.336879,-6.173628,100.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17 and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 192",1.0,0.0,TRUE,TRUE,FALSE,0.0,0.0,0.0,0.0,"Several hushing workings (exploratory?) on upper terrace on N bank of Rio Duerna, visible on Google Earth. Corona at E end.",,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
923,Los Cachicobos,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-38,,,,,42.619721,-6.837096,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 192",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
924,Los Campos,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-01,,,,,42.63545,-6.221751,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 189",1.0,0.0,TRUE,,,,,,,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
925,Los Carriles,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-17,,,,,42.522252,-6.194796,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
926,Los Casares,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-05,,,,,42.239704,-6.398898,100.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17 and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 193",1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,Apparent traces of rake/comb workings and stone dumps on Google Earth (poor quality image).,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
927,Los Cáscaros,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-15,,,,,42.717953,-5.911294,200.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15 and Google Earth",Stone dumps visible on Google Earth,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 189",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
