mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType,Flag_Au_Oro,Status_Au_Oro,Flag_Ag_Plata,Status_Ag_Plata,Flag_Cu_Cobre,Status_Cu_Cobre,Flag_Pb_Plomo,Status_Pb_Plomo,Flag_Hg_Cinabrio,Status_Hg_Cinabrio,Flag_Sn_Estano,Status_Sn_Estano,Flag_Fe_Hierro,Status_Fe_Hierro,Tech_Ruina_Montium,Tech_Subterranea,Tech_Cielo_Abierto,Tech_Lavado_Placer,Certainty_Spatial,Certainty_Archaeological,Certainty_Metallogenic,Certainty_Score,Certainty_Grade,Real_Elevation_MDT_m,Real_IGME_Lithology_General,Real_IGME_Lithology_Detailed,Real_IGME_Era,Real_IGME_Sistema,Real_IGME_Dominio,Coord_X,Coord_Y,Real_IGME_Dist_Fault_m,Real_IGME_Dist_Contact_m,Real_IGME_Fault_Density_5km
865,Las Gandarias I,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-02,,,,,42.712221,-6.35826,0.0,"From Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth, refined by site visit 23/09/2021.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),1047.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Pizarras y areniscas,PALEOZOICO,ORDOVICICO, ,224986.99204520258,4734328.489433894,160.8,160.8,6
866,Las Gandarias II,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-03,,,,,42.712631,-6.367476,0.0,"From Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth, refined by site visit 23/09/2021.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),1037.0,Conglomerados; areniscas; arcillas; calizas y evaporitas; Vulcanitas basicas,"Calizas arrecifales, calcarenitas y conglomerados. Arcillas con olistolitos",CENOZOICO,NEOGENO, ,224234.02715252235,4734404.107836381,851.1,822.3,6
867,Las Grobas de Fonteta,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-58,,,,,43.136053,-6.807,1000.0,"Placename, Google Earth.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 200",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),542.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,190368.1249282179,4782962.167380043,1060.4,1723.3,28
868,Las Grobas de Tremado I,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-49,,,,,43.166569,-6.78908,500.0,"Placename, Google Earth, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 200",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),306.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,191979.26103674155,4786285.3297798,2623.0,2410.9,3
869,Las Grobas de Tremado II,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-48,,,,,43.168922,-6.785964,500.0,"Placename, Google Earth, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 200",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),317.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,192244.4213192832,4786535.197794596,2987.2,2688.5,2
870,Las Lagunas,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-08,,,,,42.743986,-6.826471,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),1251.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,186800.27412862115,4739489.43472934,913.2,1676.2,44
871,Las Lamas del Picón,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-33,,,,,42.639734,-6.715576,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 192",1.0,0.0,True,,,,,,,Castro near or adjacent to mines,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),609.0,Conglomerados; areniscas; arcillas y calizas; Evaporitas,"Turbiditas calcáreas. Calizas, calizas arenosas, areniscas y margas arenosas",CENOZOICO,PALEOGENO-NEOGENO, ,195368.3102438947,4727504.958744638,3474.4,4063.0,3
872,Las Madroñeras,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-23,,,,,42.227116,-6.253406,100.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17,  Fernández-Lozano et al. 2015, fig. 6, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 193",1.0,0.0,True,False,False,0.0,0.0,0.0,0.0,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),975.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Ortocuarcitas, areniscas y pizarras",PALEOZOICO,ORDOVICICO, ,231506.70768460084,4680119.179406242,50543.8,50372.5,0
873,Las Mayadicas / Arroyo de las Mayadicas,,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-08,,,,,42.299566,-6.315066,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 202",1.0,0.0,True,True,False,0.0,0.0,0.0,0.0,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),1520.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Ortocuarcitas, areniscas y pizarras",PALEOZOICO,ORDOVICICO, ,226730.98257603933,4688361.160368702,41907.0,41404.9,0
875,Las Médulas,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-085,LE 7,,,,42.45954964,-6.7593122,0.0,Google Earth,,1.0,225.0,50.0,250.0,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 196; Sanchez-Palencia 2000.",1.0,0.0,True,True,False,1.0,0.0,0.0,0.0,,Tertiary alluvium,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),809.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Pizarras y areniscas,PALEOZOICO,ORDOVICICO, ,190892.88824571233,4707652.340690783,23032.7,23407.8,0
876,Las Médulas de la Omañas (Miédolas),,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-18,LE 15,,,,42.669059,-5.87628,0.0,Google Earth,,1.0,225.0,50.0,250.0,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3 main aqueducts fed this mine; one is 21.5 km long from Murias de Ponjos, and another 17.5 km from Ponjos. http://www.diariodeleon.es/noticias/cultura/identifican-mas-50-kilometros-canalizacion-romana-omana_535566.html","Domergue 1990: 42; Sanchez-Palencia and Orejas 1994, 189",0.0,0.0,True,False,True,0.0,1.0,0.0,0.0,,Alluvium and Quaternary terraces,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),1009.0,Conglomerados; areniscas; arcillas; calizas y evaporitas; Vulcanitas basicas,"Conglomerados, areniscas, arenas arcósicas, arcillas, calizas y yesos",CENOZOICO,NEOGENO, ,264296.68010402896,4728076.984510668,3239.0,17254.2,5
878,Las Miédulas - Las Lagunas,,Hispania Tarraconensis,Spain,León,Cuencas del Turienzo y Jerega,,TJ-11,,,,,42.44679,-6.234369,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17 and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 202",1.0,0.0,True,,,0.0,0.0,0.0,0.0,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),1006.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,234006.4029859738,4704454.576332694,26959.5,27906.3,0
879,Las Minillas,,Hispania Tarraconensis,Spain,Badajoz,Alcudia,,,BA 45,781.0,483.2,475.1,38.86578022,-5.03505856,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,,,,0,No,1,Confirmado,1,Confirmado,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),535.0,Areniscas; pizarras y calizas,"Ampelitas, cuarcitas, liditas y rocas vulcanoclásticas",PALEOZOICO,SILURICO, ,323440.29265144625,4303850.264505269,1873.0,227.5,37
880,Las Minillas,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 48,878.0,431.6,411.4,38.28298501,-5.61415806,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,,,False,False,False,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),543.0,Gneises; esquistos; marmoles y vulcanitas,"Cuarcitas, gneises, esquistos, pizarras y grauwacas",PROTEROZOICO-PALEOZOICO,RIFEENSE-VENDIENSE-CAMBRICO, ,271350.0618072322,4240446.461175914,438.7,860.4,8
881,Las Monjas,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 122,833.0,487.3,450.1,38.64093214,-4.9835869,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),517.0,Areniscas; pizarras y calizas,"Areniscas, pizarras, calizas, cuarcitas y rocas vulcanoclásticas",PALEOZOICO,DEVONICO-CARBONIFERO, ,327365.31650938094,4278798.100266506,2044.6,766.7,19
882,Las Moracas,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-04,,,,,42.816687,-6.719624,0.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",Stone dumps visible on Google Earth.,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",1.0,0.0,True,False,True,0.0,0.0,0.0,0.0,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),868.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,195903.3004266707,4747172.281461632,576.4,968.0,27
884,Las Morenas,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 20,878.0,434.3,404.7,38.22311594,-5.58165595,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),402.0,Gneises; esquistos; marmoles y vulcanitas,Gneises y anfibolitas,PROTEROZOICO, , ,274007.8559085985,4233722.061102202,2280.3,4546.3,10
885,Las Morras,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 110,858.0,486.4,417.4,38.3460133,-4.9884477,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,,,False,False,False,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),641.0,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,Pizarras y grauwacas; conglomerados y calizas,PALEOZOICO,DEVONICO-CARBONIFERO, ,326234.96085292345,4246078.161339129,7664.0,6421.5,0
886,Las Murias - Los Tallares,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-25,LE 9,230.0,391.0,847.0,42.19946187,-6.21983439,0.0,Google Earth,Huge zone 4.6 km x 500 m worked by hydraulic mining to a depth of 10 m,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 193",1.0,0.0,True,False,True,0.0,1.0,0.0,0.0,,Colluvial deposits and river terrace,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),951.0,Conglomerados; gravas; arenas y limos,"Gravas, arenas, arcillas y limos. Aluvial, playas, flechas litorales",CENOZOICO,CUATERNARIO, ,234161.47481455072,4676942.873248804,54085.9,54075.3,0
887,Las Musas,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 2,878.0,426.0,407.9,38.25032907,-5.67729857,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),539.0,Gneises; esquistos; marmoles y vulcanitas,Gneises y anfibolitas,PROTEROZOICO, , ,265721.51969932695,4236980.257094629,5678.5,7466.4,0
888,Las Pedrizas de San Payo,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-18,,,,,42.709842,-6.715109,1000.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),624.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,195749.3045908978,4735289.5474469,302.8,302.8,55
889,Las Pozas,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 36,836.0,565.4,436.7,38.52680156,-4.08505448,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,,,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),661.0,Gneises; esquistos; marmoles y vulcanitas,"Pizarras, grauwacas, conglomerados o porfiroides",PROTEROZOICO, , ,405419.3468852529,4264825.249214049,7271.5,753.3,0
890,Las Reguillinas,,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-02,,,,,42.35597,-6.386252,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 201",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),1786.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Ortocuarcitas, areniscas y pizarras",PALEOZOICO,ORDOVICICO, ,221111.87834509904,4694856.264493844,35294.4,34481.4,0
893,Las Tarafinas,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-10,,,,,42.685658,-6.396074,0.0,"From Sanchez-Palencia and Orejas 1994, fig. 14 and Google Earth, refined by site visit 23/09/2021.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",1.0,0.0,True,False,True,0.0,0.0,0.0,0.0,,Alluvial deposits,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),796.0,Conglomerados; areniscas; arcillas; calizas y evaporitas; Vulcanitas basicas,"Calizas arrecifales, calcarenitas y conglomerados. Arcillas con olistolitos",CENOZOICO,NEOGENO, ,221771.33662807324,4731502.413069569,1406.6,196.6,12
895,Las Tobosas,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 68,832.0,456.2,441.6,38.55966676,-5.33924282,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),429.0,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,Pizarras y grauwacas; conglomerados y calizas,PALEOZOICO,DEVONICO-CARBONIFERO, ,296178.62881928496,4270508.506638148,4729.3,932.5,1
896,Las Torcas,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 104,859.0,518.9,432.5,38.48581222,-4.61821957,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),594.0,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,Pizarras y grauwacas; conglomerados y calizas,PALEOZOICO,DEVONICO-CARBONIFERO, ,358862.7449760417,4260959.655744868,3806.0,2499.2,10
897,Las Torcas - El Teso de Piqueras,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-24,,,,,42.575444,-6.380819,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),848.0,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,"Conglomerados, areniscas, lutitas y carbón",PALEOZOICO,CARBONIFERO, ,222531.5210984744,4719212.16957364,10997.2,10274.5,0
899,Las Traviesas,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-22,,,,,42.659876,-6.017965,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,True,,,,,,,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),1058.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Pizarras y areniscas,PALEOZOICO,ORDOVICICO, ,252648.67670721313,4727462.333875927,2278.4,19170.9,4
900,Las Traviesas I,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-08,,,,,42.724353,-6.465042,200.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",Immediately North of Villar de las Traviesas.,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Extensive hydraulic mining in alluvial deposits. Castro immediately adjacent to mine.,"Alvarez González 1993; Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,True,True,False,0.0,0.0,0.0,0.0,,Alluvial deposits,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),1077.0,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,"Conglomerados, areniscas, lutitas y carbón",PALEOZOICO,CARBONIFERO, ,216296.95089534018,4736029.506759501,967.6,1751.1,19
901,Las Traviesas II,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-09,,,,,42.705133,-6.465437,200.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Castro immediately adjacent to mine.,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),924.0,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,"Conglomerados, areniscas, lutitas y carbón",PALEOZOICO,CARBONIFERO, ,216176.92098439223,4733896.278660067,86.7,155.6,17
902,Las Trelas,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-47,,,,,43.174814,-6.782002,500.0,Google Earth and name on IGN map.,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 200",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),496.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,192596.1145880756,4787175.031536981,3692.9,3384.3,1
904,Las Valiñas,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-36,,,,,42.642246,-6.878455,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 192",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),587.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,182025.3835403733,4728384.38070328,3287.3,3364.4,22
905,Las Ventas - Fondelur,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-15,,,,,42.536312,-6.151134,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,True,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),1041.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,241221.96494827082,4714138.559999737,18580.6,21342.1,0
