mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType,Flag_Au_Oro,Status_Au_Oro,Flag_Ag_Plata,Status_Ag_Plata,Flag_Cu_Cobre,Status_Cu_Cobre,Flag_Pb_Plomo,Status_Pb_Plomo,Flag_Hg_Cinabrio,Status_Hg_Cinabrio,Flag_Sn_Estano,Status_Sn_Estano,Flag_Fe_Hierro,Status_Fe_Hierro,Tech_Ruina_Montium,Tech_Subterranea,Tech_Cielo_Abierto,Tech_Lavado_Placer,Certainty_Spatial,Certainty_Archaeological,Certainty_Metallogenic,Certainty_Score,Certainty_Grade,Real_Elevation_MDT_m,Real_IGME_Lithology_General,Real_IGME_Lithology_Detailed,Real_IGME_Era,Real_IGME_Sistema,Real_IGME_Dominio,Coord_X,Coord_Y,Is_Presence,Spatial_Fold
BG_00296,Background_Control,,Regional_Background,Spain,,,,,,,,,40.31923275591905,-6.765993962968693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,868.2060877514086,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,ZONAS BETICAS,180000.0,4470000.0,0,5
BG_00297,Background_Control,,Regional_Background,Spain,,,,,,,,,42.24395590955853,-0.4546440359605937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,408.46081915739575,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CUENCAS TERCIARIAS,710000.0,4680000.0,0,5
BG_00298,Background_Control,,Regional_Background,Spain,,,,,,,,,40.90326167093594,1.9857756410739664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,630.1528938985742,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,ZONAS BETICAS,920000.0,4540000.0,0,5
BG_00299,Background_Control,,Regional_Background,Spain,,,,,,,,,40.554159729670644,1.7236303699146613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,574.8835128198241,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,CUENCAS TERCIARIAS,900000.0,4500000.0,0,5
BG_00300,Background_Control,,Regional_Background,Spain,,,,,,,,,41.18518564581464,-4.1923709719179865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,398.59965607763354,"Gneises, esquistos y pizarras",,PALEOZOICO,,CORDILLERA IBERICA,400000.0,4560000.0,0,5
BG_00301,Background_Control,,Regional_Background,Spain,,,,,,,,,41.92436186530732,1.2207444686579376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,740.0410459864418,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,ZONAS BETICAS,850000.0,4650000.0,0,5
BG_00302,Background_Control,,Regional_Background,Spain,,,,,,,,,42.813088536454444,-7.525354474161662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,515.5885605550459,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CUENCAS TERCIARIAS,130000.0,4750000.0,0,1
BG_00303,Background_Control,,Regional_Background,Spain,,,,,,,,,42.5407719890672,-2.391082016108717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,813.8509574625592,"Gneises, esquistos y pizarras",,MESOZOICO,,CUENCAS TERCIARIAS,550000.0,4710000.0,0,5
BG_00304,Background_Control,,Regional_Background,Spain,,,,,,,,,43.262742993718646,-2.876786890959955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,382.45210927641705,"Areniscas, arcillas y margas de cuencas terciarias",,PROTEROZOICO,,MACIZO IBERICO,510000.0,4790000.0,0,5
BG_00305,Background_Control,,Regional_Background,Spain,,,,,,,,,36.65278589745485,-5.796755681525945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,1079.7601532104552,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CUENCAS TERCIARIAS,250000.0,4060000.0,0,2
BG_00306,Background_Control,,Regional_Background,Spain,,,,,,,,,43.21084948106743,0.4469082523630729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,425.91683535198456,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CUENCAS TERCIARIAS,780000.0,4790000.0,0,5
BG_00307,Background_Control,,Regional_Background,Spain,,,,,,,,,41.812793403136325,-4.444722855764469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,704.825584300109,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,ZONAS BETICAS,380000.0,4630000.0,0,1
BG_00308,Background_Control,,Regional_Background,Spain,,,,,,,,,36.411850072592635,-2.1077179499708167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,847.9648275970169,"Calizas, dolomias y margas; Conglomerados y areniscas",,PALEOZOICO,,CUENCAS TERCIARIAS,580000.0,4030000.0,0,4
BG_00309,Background_Control,,Regional_Background,Spain,,,,,,,,,36.35147504880988,-6.899862057587661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,507.3398924499718,"Calizas, dolomias y margas; Conglomerados y areniscas",,PALEOZOICO,,MACIZO IBERICO,150000.0,4030000.0,0,2
BG_00310,Background_Control,,Regional_Background,Spain,,,,,,,,,37.06719095846401,-7.048669328458581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,863.1171608582376,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,CUENCAS TERCIARIAS,140000.0,4110000.0,0,2
BG_00311,Background_Control,,Regional_Background,Spain,,,,,,,,,41.451060401660676,-1.443614508908078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,342.70410054989594,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,MACIZO IBERICO,630000.0,4590000.0,0,5
BG_00312,Background_Control,,Regional_Background,Spain,,,,,,,,,42.7184365857212,1.640555364878502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,1013.0294247956401,"Conglomerados, gravas y arenas aluviales",,MESOZOICO,,CUENCAS TERCIARIAS,880000.0,4740000.0,0,5
BG_00313,Background_Control,,Regional_Background,Spain,,,,,,,,,38.99040972095127,-6.001901236326767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,653.5373162414396,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CUENCAS TERCIARIAS,240000.0,4320000.0,0,5
BG_00314,Background_Control,,Regional_Background,Spain,,,,,,,,,38.54330585373855,-0.13150959089834935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,500.89714800778006,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,MACIZO IBERICO,750000.0,4270000.0,0,4
BG_00315,Background_Control,,Regional_Background,Spain,,,,,,,,,40.289955464441825,-2.6470490559680564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,575.2045568931413,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,ZONAS BETICAS,530000.0,4460000.0,0,5
BG_00316,Background_Control,,Regional_Background,Spain,,,,,,,,,43.18623940060862,-7.183771189759766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,852.2298173481798,"Conglomerados, gravas y arenas aluviales",,PROTEROZOICO,,CUENCAS TERCIARIAS,160000.0,4790000.0,0,1
BG_00317,Background_Control,,Regional_Background,Spain,,,,,,,,,43.172160961901305,-7.55183202301042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,503.88617703739044,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,CUENCAS TERCIARIAS,130000.0,4790000.0,0,1
BG_00318,Background_Control,,Regional_Background,Spain,,,,,,,,,43.350459215747875,-3.7403412275306076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,462.6605776443056,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,ZONAS BETICAS,440000.0,4800000.0,0,5
BG_00319,Background_Control,,Regional_Background,Spain,,,,,,,,,40.271122631652716,-0.882959811339476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,594.6158506040655,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,ZONAS BETICAS,680000.0,4460000.0,0,5
BG_00320,Background_Control,,Regional_Background,Spain,,,,,,,,,39.0962151553343,-0.6873055415784288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,355.75947180750796,"Conglomerados, gravas y arenas aluviales",,MESOZOICO,,CORDILLERA IBERICA,700000.0,4330000.0,0,4
BG_00321,Background_Control,,Regional_Background,Spain,,,,,,,,,39.82094224403255,-0.8968457931145054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,1105.135976985454,"Conglomerados, gravas y arenas aluviales",,PALEOZOICO,,CORDILLERA IBERICA,680000.0,4410000.0,0,5
BG_00322,Background_Control,,Regional_Background,Spain,,,,,,,,,42.77176833353324,0.05576943038157385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,508.4013521963192,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,ZONAS BETICAS,750000.0,4740000.0,0,5
BG_00323,Background_Control,,Regional_Background,Spain,,,,,,,,,40.45328878166772,-0.995173566644065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,857.9041965451008,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CUENCAS TERCIARIAS,670000.0,4480000.0,0,5
BG_00324,Background_Control,,Regional_Background,Spain,,,,,,,,,40.24025032527208,-6.409030032642191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,702.3675209119432,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,ZONAS BETICAS,210000.0,4460000.0,0,5
BG_00325,Background_Control,,Regional_Background,Spain,,,,,,,,,36.6444374400912,0.1319363743999032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,403.866487379508,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,ZONAS BETICAS,780000.0,4060000.0,0,4
BG_00326,Background_Control,,Regional_Background,Spain,,,,,,,,,39.91098144757044,-5.105906466932685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,648.5113226968176,"Areniscas, arcillas y margas de cuencas terciarias",,PALEOZOICO,,CUENCAS TERCIARIAS,320000.0,4420000.0,0,5
BG_00327,Background_Control,,Regional_Background,Spain,,,,,,,,,40.74070059684195,-2.763118207727786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,846.000694827687,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,CUENCAS TERCIARIAS,520000.0,4510000.0,0,5
BG_00328,Background_Control,,Regional_Background,Spain,,,,,,,,,40.09865747839063,-1.3575543241918153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,602.9346662284233,"Gneises, esquistos y pizarras",,PALEOZOICO,,CUENCAS TERCIARIAS,640000.0,4440000.0,0,5
BG_00329,Background_Control,,Regional_Background,Spain,,,,,,,,,38.15382083214217,0.8799669641964427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,948.2782364627569,"Conglomerados, gravas y arenas aluviales",,MESOZOICO,,CUENCAS TERCIARIAS,840000.0,4230000.0,0,4
BG_00330,Background_Control,,Regional_Background,Spain,,,,,,,,,39.59619617497612,0.8429039432555737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,905.3788481954659,Granitoides hercínicos indiferenciados,,PALEOZOICO,,CUENCAS TERCIARIAS,830000.0,4390000.0,0,5
BG_00331,Background_Control,,Regional_Background,Spain,,,,,,,,,37.636437456965865,2.551507245595028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,879.7287136645823,Granitoides hercínicos indiferenciados,,CENOZOICO,,ZONAS BETICAS,990000.0,4180000.0,0,4
BG_00332,Background_Control,,Regional_Background,Spain,,,,,,,,,38.48834345759231,-2.9999999999999916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,535.0858069317508,"Areniscas, arcillas y margas de cuencas terciarias",,PALEOZOICO,,MACIZO IBERICO,500000.0,4260000.0,0,3
BG_00333,Background_Control,,Regional_Background,Spain,,,,,,,,,37.29921769527188,-5.03088804046899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,380.03938805462826,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,ZONAS BETICAS,320000.0,4130000.0,0,2
BG_00334,Background_Control,,Regional_Background,Spain,,,,,,,,,43.148895462554066,-5.336656786095891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,496.6030986593014,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,CUENCAS TERCIARIAS,310000.0,4780000.0,0,1
BG_00335,Background_Control,,Regional_Background,Spain,,,,,,,,,39.814061502441106,-0.5466010714333221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,699.0602351666801,"Gneises, esquistos y pizarras",,CENOZOICO,,CUENCAS TERCIARIAS,710000.0,4410000.0,0,5
BG_00336,Background_Control,,Regional_Background,Spain,,,,,,,,,40.8966665234652,-0.6257246937820724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,786.4466783830889,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,ZONAS BETICAS,700000.0,4530000.0,0,5
BG_00337,Background_Control,,Regional_Background,Spain,,,,,,,,,37.01022725270604,-0.07782631672407925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,107.10714880988814,Granitoides hercínicos indiferenciados,,CENOZOICO,,CUENCAS TERCIARIAS,760000.0,4100000.0,0,4
BG_00338,Background_Control,,Regional_Background,Spain,,,,,,,,,39.55477746535566,-1.13768072236878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,647.9716995970624,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,ZONAS BETICAS,660000.0,4380000.0,0,5
BG_00339,Background_Control,,Regional_Background,Spain,,,,,,,,,38.41165911471486,-7.237163689401701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,689.5223063307961,"Conglomerados, gravas y arenas aluviales",,PROTEROZOICO,,CORDILLERA IBERICA,130000.0,4260000.0,0,2
BG_00340,Background_Control,,Regional_Background,Spain,,,,,,,,,40.17888569677106,-0.7683864458996815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,580.6139359211121,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CUENCAS TERCIARIAS,690000.0,4450000.0,0,5
BG_00341,Background_Control,,Regional_Background,Spain,,,,,,,,,42.675082655927895,-6.295084211650163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,972.8184597539697,"Areniscas, arcillas y margas de cuencas terciarias",,PALEOZOICO,,CUENCAS TERCIARIAS,230000.0,4730000.0,0,1
BG_00342,Background_Control,,Regional_Background,Spain,,,,,,,,,36.38764611290041,-5.564290681958146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,755.4450185627177,"Conglomerados, gravas y arenas aluviales",,PROTEROZOICO,,ZONAS BETICAS,270000.0,4030000.0,0,2
BG_00343,Background_Control,,Regional_Background,Spain,,,,,,,,,41.8500842074394,2.9016290826448676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,977.5479770202243,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CORDILLERA IBERICA,990000.0,4650000.0,0,5
BG_00344,Background_Control,,Regional_Background,Spain,,,,,,,,,35.93151160662208,2.42949563725146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,596.0098699124419,"Gneises, esquistos y pizarras",,MESOZOICO,,MACIZO IBERICO,990000.0,3990000.0,0,4
BG_00345,Background_Control,,Regional_Background,Spain,,,,,,,,,42.472032646261745,-7.014171058661584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,884.3693731267313,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,MACIZO IBERICO,170000.0,4710000.0,0,1
BG_00346,Background_Control,,Regional_Background,Spain,,,,,,,,,38.848306641112025,-3.345715888717126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,1058.7665986318798,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,CUENCAS TERCIARIAS,470000.0,4300000.0,0,3
BG_00347,Background_Control,,Regional_Background,Spain,,,,,,,,,36.20508808886081,-0.3304739619810009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,977.9233623181653,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CORDILLERA IBERICA,740000.0,4010000.0,0,4
BG_00348,Background_Control,,Regional_Background,Spain,,,,,,,,,40.91499923458051,-1.8124975463162214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,376.9646016428167,"Conglomerados, gravas y arenas aluviales",,PALEOZOICO,,CUENCAS TERCIARIAS,600000.0,4530000.0,0,5
BG_00349,Background_Control,,Regional_Background,Spain,,,,,,,,,37.26161457339271,0.6082326410659873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,586.5809806144048,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,CUENCAS TERCIARIAS,820000.0,4130000.0,0,4
BG_00350,Background_Control,,Regional_Background,Spain,,,,,,,,,38.0600900210097,-6.988931973705524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,563.708823637551,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,MACIZO IBERICO,150000.0,4220000.0,0,2
BG_00351,Background_Control,,Regional_Background,Spain,,,,,,,,,40.00069763017648,2.036422432776938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,772.3136337690819,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,CORDILLERA IBERICA,930000.0,4440000.0,0,5
BG_00352,Background_Control,,Regional_Background,Spain,,,,,,,,,42.93754379589385,2.7597467430058367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,821.5883887536332,"Areniscas, arcillas y margas de cuencas terciarias",,PALEOZOICO,,CUENCAS TERCIARIAS,970000.0,4770000.0,0,5
BG_00353,Background_Control,,Regional_Background,Spain,,,,,,,,,43.421276631818124,-0.776417302538087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,440.27683149356596,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CUENCAS TERCIARIAS,680000.0,4810000.0,0,5
BG_00354,Background_Control,,Regional_Background,Spain,,,,,,,,,38.955038026408424,-7.154042578930503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,666.9596284792344,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,CUENCAS TERCIARIAS,140000.0,4320000.0,0,5
BG_00355,Background_Control,,Regional_Background,Spain,,,,,,,,,37.29061631910828,-0.518155033772437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,145.0181669609659,"Conglomerados, gravas y arenas aluviales",,MESOZOICO,,CUENCAS TERCIARIAS,720000.0,4130000.0,0,4
BG_00356,Background_Control,,Regional_Background,Spain,,,,,,,,,40.34605249213626,-5.8257607895788475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,1010.4862514504725,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,CUENCAS TERCIARIAS,260000.0,4470000.0,0,5
BG_00357,Background_Control,,Regional_Background,Spain,,,,,,,,,41.48774419587583,0.8329682073412575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,521.9064398308266,"Calizas, dolomias y margas; Conglomerados y areniscas",,PALEOZOICO,,CORDILLERA IBERICA,820000.0,4600000.0,0,5
BG_00358,Background_Control,,Regional_Background,Spain,,,,,,,,,41.82181623191455,-2.8795880967753265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,663.9659849611243,"Calizas, dolomias y margas; Conglomerados y areniscas",,PALEOZOICO,,ZONAS BETICAS,510000.0,4630000.0,0,5
BG_00359,Background_Control,,Regional_Background,Spain,,,,,,,,,36.89831260395778,0.7032104553272267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,572.5875715029847,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,MACIZO IBERICO,830000.0,4090000.0,0,4
BG_00360,Background_Control,,Regional_Background,Spain,,,,,,,,,41.000831548090396,-1.4542563607407115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,936.5068937533538,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,MACIZO IBERICO,630000.0,4540000.0,0,5
BG_00361,Background_Control,,Regional_Background,Spain,,,,,,,,,43.25159807887346,-1.3985346933262965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,50.0,Granitoides hercínicos indiferenciados,,CENOZOICO,,ZONAS BETICAS,630000.0,4790000.0,0,5
BG_00362,Background_Control,,Regional_Background,Spain,,,,,,,,,42.519040620667106,-5.313034751172037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,645.8474144185227,"Gneises, esquistos y pizarras",,CENOZOICO,,MACIZO IBERICO,310000.0,4710000.0,0,1
BG_00363,Background_Control,,Regional_Background,Spain,,,,,,,,,42.181570757600824,-2.6367239385324703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,623.5453106255756,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,ZONAS BETICAS,530000.0,4670000.0,0,5
BG_00364,Background_Control,,Regional_Background,Spain,,,,,,,,,39.92420322062241,-4.170205649849666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,536.5909031020793,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CUENCAS TERCIARIAS,400000.0,4420000.0,0,5
BG_00365,Background_Control,,Regional_Background,Spain,,,,,,,,,42.04905894835055,0.14167846220837596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,1081.5566364089082,"Gneises, esquistos y pizarras",,CENOZOICO,,ZONAS BETICAS,760000.0,4660000.0,0,5
BG_00366,Background_Control,,Regional_Background,Spain,,,,,,,,,38.21658319539538,-2.428824894499663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,428.1676352860572,"Calizas, dolomias y margas; Conglomerados y areniscas",,PROTEROZOICO,,ZONAS BETICAS,550000.0,4230000.0,0,4
BG_00367,Background_Control,,Regional_Background,Spain,,,,,,,,,41.19129654422984,-3.1192493332359286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,842.9490443089153,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,MACIZO IBERICO,490000.0,4560000.0,0,5
